customerID,tenure,MonthlyCharges,TotalCharges,fact_id,service_id,contract_id
CUST02599,26.0,90.26,2346.76,2598,2598,2598
CUST02600,61.0,107.38,6550.1797,2599,2599,2599
CUST02601,15.0,23.03,345.45,2600,2600,2600
CUST02602,24.0,117.3,2815.2002,2601,2601,2601
CUST02603,20.0,25.46,509.19998,2602,2602,2602
CUST02604,2.0,113.19,226.38,2603,2603,2603
CUST02605,23.0,99.44,2287.12,2604,2604,2604
CUST02606,27.0,25.22,680.94,2605,2605,2605
CUST02607,17.0,41.07,698.19,2606,2606,2606
CUST02608,13.0,36.01,468.12997,2607,2607,2607
CUST02609,8.0,36.15,289.2,2608,2608,2608
CUST02610,20.0,27.03,540.60004,2609,2609,2609
CUST02611,32.0,27.89,892.48,2610,2610,2610
CUST02612,14.0,20.32,284.47998,2611,2611,2611
CUST02613,61.0,24.81,1513.4099,2612,2612,2612
CUST02614,20.0,37.62,752.39996,2613,2613,2613
CUST02615,48.0,27.24,1307.52,2614,2614,2614
CUST02616,34.0,50.77,1726.18,2615,2615,2615
CUST02617,32.0,32.96,1054.72,2616,2616,2616
CUST02618,1.0,43.34,43.34,2617,2617,2617
CUST02619,47.0,19.88,934.36,2618,2618,2618
CUST02620,19.0,30.09,571.71,2619,2619,2619
CUST02621,59.0,50.38,2972.4202,2620,2620,2620
CUST02622,14.0,71.77,1004.77997,2621,2621,2621
CUST02623,1.0,56.1,56.1,2622,2622,2622
CUST02624,18.0,49.98,899.64,2623,2623,2623
CUST02625,41.0,35.72,1464.52,2624,2624,2624
CUST02626,40.0,31.63,1265.2,2625,2625,2625
CUST02627,10.0,39.5,395.0,2626,2626,2626
CUST02628,22.0,82.23,1809.06,2627,2627,2627
CUST02629,36.0,41.11,1479.96,2628,2628,2628
CUST02630,16.0,28.19,451.04,2629,2629,2629
CUST02631,18.0,116.51,2097.18,2630,2630,2630
CUST02632,10.0,43.29,432.90002,2631,2631,2631
CUST02633,2.0,101.34,202.68,2632,2632,2632
CUST02634,2.0,23.97,47.94,2633,2633,2633
CUST02635,41.0,41.19,1688.7899,2634,2634,2634
CUST02636,46.0,47.39,2179.94,2635,2635,2635
CUST02637,13.0,26.36,342.68,2636,2636,2636
CUST02638,9.0,905.0,8145.0,2637,2637,2637
CUST02639,62.0,22.42,1390.04,2638,2638,2638
CUST02640,999.0,26.86,26833.14,2639,2639,2639
CUST02641,39.0,26.03,1015.17004,2640,2640,2640
CUST02642,24.0,31.95,766.80005,2641,2641,2641
CUST02643,16.0,97.91,1566.56,2642,2642,2642
CUST02644,3.0,68.94,206.82,2643,2643,2643
CUST02645,14.0,100.2,1402.7999,2644,2644,2644
CUST02646,12.0,46.55,558.6,2645,2645,2645
CUST02647,22.0,93.8,2063.6,2646,2646,2646
CUST02648,7.0,75.22,526.54004,2647,2647,2647
CUST02649,17.0,41.54,706.18,2648,2648,2648
CUST02650,5.0,49.22,246.1,2649,2649,2649
CUST02651,5.0,49.79,248.95001,2650,2650,2650
CUST02652,28.0,42.31,1184.68,2651,2651,2651
CUST02653,39.0,48.92,1907.8799,2652,2652,2652
CUST02654,37.0,49.26,1822.62,2653,2653,2653
CUST02655,17.0,98.9,1681.3,2654,2654,2654
CUST02656,5.0,29.91,149.55,2655,2655,2655
CUST02657,41.0,92.79,3804.3901,2656,2656,2656
CUST02658,35.0,27.47,961.44995,2657,2657,2657
CUST02659,24.0,48.22,1157.28,2658,2658,2658
CUST02660,23.0,30.35,698.05,2659,2659,2659
CUST02661,42.0,18.54,778.68005,2660,2660,2660
CUST02662,6.0,25.56,153.36,2661,2661,2661
CUST02663,36.0,84.92,3057.1199,2662,2662,2662
CUST02664,7.0,91.61,641.27,2663,2663,2663
CUST02665,36.0,18.06,650.16,2664,2664,2664
CUST02666,1.0,37.98,37.98,2665,2665,2665
CUST02667,24.0,21.08,505.91998,2666,2666,2666
CUST02668,41.0,33.62,1378.4199,2667,2667,2667
CUST02669,45.0,67.43,3034.35,2668,2668,2668
CUST02670,30.0,98.8,2964.0,2669,2669,2669
CUST02671,61.0,22.9,1396.9,2670,2670,2670
CUST02672,22.0,35.25,775.5,2671,2671,2671
CUST02673,15.0,69.04,1035.6,2672,2672,2672
CUST02674,1.0,111.46,111.46,2673,2673,2673
CUST02675,19.0,64.89,1232.91,2674,2674,2674
CUST02676,3.0,49.34,148.02,2675,2675,2675
CUST02677,18.0,34.64,623.52,2676,2676,2676
CUST02678,9.0,43.19,388.71,2677,2677,2677
CUST02679,30.0,36.82,1104.6,2678,2678,2678
CUST02680,14.0,30.15,422.1,2679,2679,2679
CUST02681,43.0,69.69,2996.6702,2680,2680,2680
CUST02682,26.0,29.69,771.94,2681,2681,2681
CUST02683,37.0,34.94,1292.7799,2682,2682,2682
CUST02684,43.0,26.23,1127.89,2683,2683,2683
CUST02685,24.0,52.28,1254.72,2684,2684,2684
CUST02686,7.0,96.82,677.74,2685,2685,2685
CUST02687,25.0,98.64,2466.0,2686,2686,2686
CUST02688,38.0,36.5,1387.0,2687,2687,2687
CUST02689,8.0,62.35,498.8,2688,2688,2688
CUST02690,2.0,37.82,75.64,2689,2689,2689
CUST02691,4.0,81.7,326.8,2690,2690,2690
CUST02692,17.0,52.49,892.33,2691,2691,2691
CUST02693,31.0,33.61,1041.91,2692,2692,2692
CUST02694,19.0,30.76,584.44,2693,2693,2693
CUST02695,25.0,63.38,1584.5,2694,2694,2694
CUST02696,11.0,48.07,528.77,2695,2695,2695
CUST02697,24.0,64.43,1546.3201,2696,2696,2696
CUST02698,47.0,41.94,1971.1799,2697,2697,2697
CUST02699,8.0,22.49,179.92,2698,2698,2698
CUST02700,18.0,51.91,934.38,2699,2699,2699
CUST02701,68.0,47.21,3210.28,2700,2700,2700
CUST02702,20.0,90.01,1800.2001,2701,2701,2701
CUST02703,4.0,39.06,156.24,2702,2702,2702
CUST02704,10.0,37.27,372.7,2703,2703,2703
CUST02705,35.0,26.23,918.05,2704,2704,2704
CUST02706,24.0,113.88,2733.1199,2705,2705,2705
CUST02707,29.0,29.46,854.33997,2706,2706,2706
CUST02708,8.0,112.74,901.92,2707,2707,2707
CUST02709,4.0,94.31,377.24,2708,2708,2708
CUST02710,9.0,27.41,246.69,2709,2709,2709
CUST02711,12.0,28.29,339.48,2710,2710,2710
CUST02712,45.0,35.7,1606.5,2711,2711,2711
CUST02713,19.0,49.24,935.56006,2712,2712,2712
CUST02714,13.0,37.86,492.18,2713,2713,2713
CUST02715,5.0,29.68,148.4,2714,2714,2714
CUST02716,7.0,22.95,160.65001,2715,2715,2715
CUST02717,6.0,108.06,648.36,2716,2716,2716
CUST02718,4.0,42.91,171.64,2717,2717,2717
CUST02719,5.0,44.85,224.25,2718,2718,2718
CUST02720,12.0,56.13,673.56,2719,2719,2719
CUST02721,3.0,48.65,145.95001,2720,2720,2720
CUST02722,64.0,46.87,2999.68,2721,2721,2721
CUST02723,3.0,101.16,303.48,2722,2722,2722
CUST02724,21.0,83.81,1760.01,2723,2723,2723
CUST02725,4.0,35.86,143.44,2724,2724,2724
CUST02726,5.0,72.25,361.25,2725,2725,2725
CUST02727,6.0,44.4,266.40002,2726,2726,2726
CUST02728,31.0,104.58,3241.98,2727,2727,2727
CUST02729,27.0,28.53,770.31,2728,2728,2728
CUST02730,33.0,50.2,1656.6,2729,2729,2729
CUST02731,4.0,113.58,454.32,2730,2730,2730
CUST02732,29.0,30.51,884.79,2731,2731,2731
CUST02733,9.0,65.21,586.89,2732,2732,2732
CUST02734,21.0,26.33,552.93,2733,2733,2733
CUST02735,23.0,50.45,1160.35,2734,2734,2734
CUST02736,3.0,36.98,110.94,2735,2735,2735
CUST02737,39.0,107.27,4183.53,2736,2736,2736
CUST02738,21.0,47.33,993.93005,2737,2737,2737
CUST02739,9.0,62.95,566.55,2738,2738,2738
CUST02740,6.0,71.52,429.12,2739,2739,2739
CUST02741,16.0,26.35,421.6,2740,2740,2740
CUST02742,18.0,48.77,877.86,2741,2741,2741
CUST02743,10.0,24.65,246.5,2742,2742,2742
CUST02744,38.0,34.61,1315.18,2743,2743,2743
CUST02745,13.0,76.68,996.84,2744,2744,2744
CUST02746,32.0,21.2,678.4,2745,2745,2745
CUST02747,43.0,99.72,4287.96,2746,2746,2746
CUST02748,22.0,33.2,730.4,2747,2747,2747
CUST02749,30.0,57.75,1732.5,2748,2748,2748
CUST02750,20.0,39.55,791.0,2749,2749,2749
CUST02751,23.0,38.64,888.72,2750,2750,2750
CUST02752,7.0,58.53,409.71,2751,2751,2751
CUST02753,29.0,48.09,1394.61,2752,2752,2752
CUST02754,17.0,26.06,443.02,2753,2753,2753
CUST02755,18.0,39.22,705.96,2754,2754,2754
CUST02756,19.0,96.6,1835.4,2755,2755,2755
CUST02757,17.0,50.73,862.41,2756,2756,2756
CUST02758,27.0,25.27,682.29004,2757,2757,2757
CUST02759,32.0,35.05,1121.6,2758,2758,2758
CUST02760,18.0,35.25,634.5,2759,2759,2759
CUST02761,23.0,52.51,1207.73,2760,2760,2760
CUST02762,15.0,38.23,573.45,2761,2761,2761
CUST02763,30.0,98.28,2948.4,2762,2762,2762
CUST02764,43.0,19.99,859.57,2763,2763,2763
CUST02765,6.0,41.44,248.63998,2764,2764,2764
CUST02766,42.0,29.74,1249.08,2765,2765,2765
CUST02767,36.0,33.61,1209.96,2766,2766,2766
CUST02768,3.0,112.24,336.72,2767,2767,2767
CUST02769,39.0,19.61,764.79004,2768,2768,2768
CUST02770,15.0,87.31,1309.6499,2769,2769,2769
CUST02771,2.0,27.42,54.84,2770,2770,2770
CUST02772,10.0,108.0,1080.0,2771,2771,2771
CUST02773,41.0,43.29,1774.89,2772,2772,2772
CUST02774,31.0,47.5,1472.5,2773,2773,2773
CUST02775,46.0,38.93,1790.78,2774,2774,2774
CUST02776,5.0,67.79,338.95,2775,2775,2775
CUST02777,29.0,47.04,1364.16,2776,2776,2776
CUST02778,5.0,94.33,471.65002,2777,2777,2777
CUST02779,35.0,32.83,1149.05,2778,2778,2778
CUST02780,22.0,43.55,958.1,2779,2779,2779
CUST02781,27.0,50.33,1358.91,2780,2780,2780
CUST02782,16.0,36.92,590.72,2781,2781,2781
CUST02783,15.0,31.63,474.44998,2782,2782,2782
CUST02784,1.0,20.53,20.53,2783,2783,2783
CUST02785,33.0,39.85,1315.0499,2784,2784,2784
CUST02786,11.0,84.65,931.15,2785,2785,2785
CUST02787,23.0,82.08,1887.8401,2786,2786,2786
CUST02788,19.0,41.79,794.01,2787,2787,2787
CUST02789,42.0,48.68,2044.56,2788,2788,2788
CUST02790,31.0,46.75,1449.25,2789,2789,2789
CUST02791,9.0,89.38,804.42,2790,2790,2790
CUST02792,3.0,106.66,319.98,2791,2791,2791
CUST02793,14.0,45.83,641.62,2792,2792,2792
CUST02794,18.0,101.13,1820.34,2793,2793,2793
CUST02795,22.0,27.13,596.86,2794,2794,2794
CUST02796,9.0,66.53,598.77,2795,2795,2795
CUST02797,19.0,76.19,1447.6101,2796,2796,2796
CUST02798,22.0,37.0,814.0,2797,2797,2797
CUST02799,5.0,94.49,472.44998,2798,2798,2798
CUST02800,43.0,44.02,1892.86,2799,2799,2799
CUST02801,5.0,94.91,474.55002,2800,2800,2800
CUST02802,20.0,43.11,862.2,2801,2801,2801
CUST02803,3.0,38.29,114.87,2802,2802,2802
CUST02804,24.0,29.58,709.92,2803,2803,2803
CUST02805,22.0,30.05,661.1,2804,2804,2804
CUST02806,49.0,90.29,4424.21,2805,2805,2805
CUST02807,45.0,83.88,3774.5999,2806,2806,2806
CUST02808,36.0,39.59,1425.24,2807,2807,2807
CUST02809,44.0,22.26,979.44,2808,2808,2808
CUST02810,4.0,91.39,365.56,2809,2809,2809
CUST02811,6.0,21.63,129.78,2810,2810,2810
CUST02812,6.0,43.02,258.12,2811,2811,2811
CUST02813,30.0,112.46,3373.8,2812,2812,2812
CUST02814,29.0,45.28,1313.12,2813,2813,2813
CUST02815,42.0,45.78,1922.76,2814,2814,2814
CUST02816,24.0,37.18,892.32,2815,2815,2815
CUST02817,999.0,43.25,43206.75,2816,2816,2816
CUST02818,21.0,62.42,1310.82,2817,2817,2817
CUST02819,34.0,29.33,997.22,2818,2818,2818
CUST02820,48.0,39.13,1878.24,2819,2819,2819
CUST02821,3.0,27.9,83.7,2820,2820,2820
CUST02822,50.0,20.44,1022.0,2821,2821,2821
CUST02823,5.0,45.56,227.8,2822,2822,2822
CUST02824,22.0,47.61,1047.42,2823,2823,2823
CUST02825,7.0,27.16,190.12,2824,2824,2824
CUST02826,3.0,26.64,79.92,2825,2825,2825
CUST02827,37.0,86.4,3196.8,2826,2826,2826
CUST02828,2.0,45.81,91.62,2827,2827,2827
CUST02829,8.0,81.23,649.84,2828,2828,2828
CUST02830,12.0,81.94,983.28,2829,2829,2829
CUST02831,10.0,40.66,406.6,2830,2830,2830
CUST02832,24.0,32.44,778.55994,2831,2831,2831
CUST02833,24.0,42.88,1029.12,2832,2832,2832
CUST02834,19.0,67.47,1281.93,2833,2833,2833
CUST02835,2.0,27.16,54.32,2834,2834,2834
CUST02836,8.0,32.14,257.12,2835,2835,2835
CUST02837,11.0,19.99,219.89,2836,2836,2836
CUST02838,9.0,50.5,454.5,2837,2837,2837
CUST02839,27.0,39.97,1079.1901,2838,2838,2838
CUST02840,20.0,769.47,15389.399,2839,2839,2839
CUST02841,4.0,83.88,335.52,2840,2840,2840
CUST02842,46.0,33.75,1552.5,2841,2841,2841
CUST02843,22.0,29.53,649.66003,2842,2842,2842
CUST02844,44.0,59.38,2612.72,2843,2843,2843
CUST02845,10.0,43.03,430.3,2844,2844,2844
CUST02846,31.0,51.26,1589.0599,2845,2845,2845
CUST02847,1.0,29.82,29.82,2846,2846,2846
CUST02848,31.0,35.41,1097.71,2847,2847,2847
CUST02849,13.0,44.35,576.55,2848,2848,2848
CUST02850,7.0,39.54,276.78,2849,2849,2849
CUST02851,11.0,113.61,1249.71,2850,2850,2850
CUST02852,19.0,42.26,802.93994,2851,2851,2851
CUST02853,15.0,36.76,551.39996,2852,2852,2852
CUST02854,16.0,67.18,1074.88,2853,2853,2853
CUST02855,10.0,35.09,350.9,2854,2854,2854
CUST02856,48.0,37.71,1810.08,2855,2855,2855
CUST02857,10.0,37.61,376.1,2856,2856,2856
CUST02858,51.0,39.55,2017.0499,2857,2857,2857
CUST02859,29.0,81.48,2362.9202,2858,2858,2858
CUST02860,42.0,51.79,2175.18,2859,2859,2859
CUST02861,31.0,28.28,876.68,2860,2860,2860
CUST02862,21.0,47.93,1006.53,2861,2861,2861
CUST02863,1.0,52.42,52.42,2862,2862,2862
CUST02864,9.0,30.76,276.84,2863,2863,2863
CUST02865,7.0,104.3,730.10004,2864,2864,2864
CUST02866,26.0,37.07,963.82,2865,2865,2865
CUST02867,3.0,42.87,128.61,2866,2866,2866
CUST02868,2.0,65.84,131.68,2867,2867,2867
CUST02869,37.0,41.82,1547.34,2868,2868,2868
CUST02870,4.0,58.23,232.92,2869,2869,2869
CUST02871,10.0,31.9,319.0,2870,2870,2870
CUST02872,24.0,44.02,1056.48,2871,2871,2871
CUST02873,63.0,49.83,3139.29,2872,2872,2872
CUST02874,21.0,33.63,706.23004,2873,2873,2873
CUST02875,7.0,95.37,667.59,2874,2874,2874
CUST02876,2.0,28.76,57.52,2875,2875,2875
CUST02877,999.0,96.5,96403.5,2876,2876,2876
CUST02878,24.0,117.41,2817.84,2877,2877,2877
CUST02879,48.0,99.4,4771.2,2878,2878,2878
CUST02880,7.0,25.8,180.59999,2879,2879,2879
CUST02881,42.0,41.52,1743.84,2880,2880,2880
CUST02882,13.0,56.73,737.49,2881,2881,2881
CUST02883,7.0,26.17,183.19,2882,2882,2882
CUST02884,42.0,20.28,851.76,2883,2883,2883
CUST02885,23.0,91.55,2105.6501,2884,2884,2884
CUST02886,13.0,74.76,971.88,2885,2885,2885
CUST02887,37.0,47.22,1747.14,2886,2886,2886
CUST02888,23.0,46.37,1066.51,2887,2887,2887
CUST02889,30.0,40.39,1211.7,2888,2888,2888
CUST02890,1.0,41.73,41.73,2889,2889,2889
CUST02891,6.0,40.82,244.92,2890,2890,2890
CUST02892,17.0,45.06,766.02,2891,2891,2891
CUST02893,25.0,43.85,1096.25,2892,2892,2892
CUST02894,35.0,32.59,1140.65,2893,2893,2893
CUST02895,20.0,26.37,527.4,2894,2894,2894
CUST02896,35.0,24.09,843.15,2895,2895,2895
CUST02897,38.0,32.35,1229.2999,2896,2896,2896
CUST02898,24.0,78.59,1886.1599,2897,2897,2897
CUST02899,2.0,29.06,58.12,2898,2898,2898
CUST02900,8.0,64.09,512.72,2899,2899,2899
CUST02901,8.0,101.23,809.84,2900,2900,2900
CUST02902,12.0,22.3,267.59998,2901,2901,2901
CUST02903,23.0,20.53,472.19,2902,2902,2902
CUST02904,11.0,1106.38,12170.18,2903,2903,2903
CUST02905,29.0,43.86,1271.9401,2904,2904,2904
CUST02906,30.0,41.45,1243.5,2905,2905,2905
CUST02907,29.0,37.06,1074.74,2906,2906,2906
CUST02908,43.0,44.6,1917.7999,2907,2907,2907
CUST02909,5.0,47.86,239.3,2908,2908,2908
CUST02910,32.0,20.13,644.16,2909,2909,2909
CUST02911,5.0,44.5,222.5,2910,2910,2910
CUST02912,28.0,34.92,977.75995,2911,2911,2911
CUST02913,44.0,29.97,1318.6799,2912,2912,2912
CUST02914,17.0,29.43,500.31,2913,2913,2913
CUST02915,10.0,31.16,311.6,2914,2914,2914
CUST02916,11.0,107.28,1180.08,2915,2915,2915
CUST02917,25.0,23.1,577.5,2916,2916,2916
CUST02918,21.0,19.91,418.11,2917,2917,2917
CUST02919,41.0,33.42,1370.22,2918,2918,2918
CUST02920,19.0,28.63,543.97,2919,2919,2919
CUST02921,48.0,109.47,5254.56,2920,2920,2920
CUST02922,47.0,44.28,2081.16,2921,2921,2921
CUST02923,12.0,36.58,438.96002,2922,2922,2922
CUST02924,22.0,57.54,1265.88,2923,2923,2923
CUST02925,27.0,45.3,1223.1,2924,2924,2924
CUST02926,45.0,48.45,2180.25,2925,2925,2925
CUST02927,45.0,19.5,877.5,2926,2926,2926
CUST02928,16.0,41.16,658.56,2927,2927,2927
CUST02929,48.0,52.95,2541.6,2928,2928,2928
CUST02930,24.0,29.21,701.04,2929,2929,2929
CUST02931,30.0,49.42,1482.6,2930,2930,2930
CUST02932,17.0,18.88,320.96,2931,2931,2931
CUST02933,9.0,35.21,316.88998,2932,2932,2932
CUST02934,4.0,42.28,169.12,2933,2933,2933
CUST02935,56.0,31.64,1771.84,2934,2934,2934
CUST02936,20.0,65.41,1308.2001,2935,2935,2935
CUST02937,34.0,29.16,991.44,2936,2936,2936
CUST02938,8.0,54.34,434.72,2937,2937,2937
CUST02939,45.0,38.07,1713.15,2938,2938,2938
CUST02940,26.0,26.47,688.22,2939,2939,2939
CUST02941,8.0,43.32,346.56,2940,2940,2940
CUST02942,47.0,25.44,1195.68,2941,2941,2941
CUST02943,28.0,22.06,617.68,2942,2942,2942
CUST02944,6.0,50.08,300.48,2943,2943,2943
CUST02945,1.0,20.55,20.55,2944,2944,2944
CUST02946,20.0,41.44,828.8,2945,2945,2945
CUST02947,18.0,75.05,1350.9,2946,2946,2946
CUST02948,2.0,32.16,64.32,2947,2947,2947
CUST02949,17.0,72.58,1233.86,2948,2948,2948
CUST02950,46.0,84.28,3876.88,2949,2949,2949
CUST02951,2.0,43.18,86.36,2950,2950,2950
CUST02952,47.0,54.14,2544.58,2951,2951,2951
CUST02953,8.0,106.64,853.12,2952,2952,2952
CUST02954,16.0,93.74,1499.84,2953,2953,2953
CUST02955,20.0,71.15,1423.0,2954,2954,2954
CUST02956,37.0,85.38,3159.0598,2955,2955,2955
CUST02957,27.0,63.21,1706.6699,2956,2956,2956
CUST02958,9.0,48.06,432.54,2957,2957,2957
CUST02959,60.0,85.48,5128.8003,2958,2958,2958
CUST02960,45.0,25.88,1164.6,2959,2959,2959
CUST02961,12.0,34.67,416.03998,2960,2960,2960
CUST02962,16.0,22.83,365.28,2961,2961,2961
CUST02963,4.0,49.01,196.04,2962,2962,2962
CUST02964,40.0,84.28,3371.2,2963,2963,2963
CUST02965,53.0,36.04,1910.12,2964,2964,2964
CUST02966,18.0,24.39,439.02,2965,2965,2965
CUST02967,5.0,34.11,170.55,2966,2966,2966
CUST02968,40.0,28.62,1144.8,2967,2967,2967
CUST02969,9.0,23.16,208.44,2968,2968,2968
CUST02970,13.0,62.12,807.56,2969,2969,2969
CUST02971,22.0,36.5,803.0,2970,2970,2970
CUST02972,23.0,70.36,1618.28,2971,2971,2971
CUST02973,8.0,38.74,309.92,2972,2972,2972
CUST02974,41.0,45.33,1858.53,2973,2973,2973
CUST02975,6.0,31.03,186.18001,2974,2974,2974
CUST02976,22.0,83.32,1833.04,2975,2975,2975
CUST02977,1.0,36.03,36.03,2976,2976,2976
CUST02978,2.0,22.75,45.5,2977,2977,2977
CUST02979,19.0,49.01,931.18994,2978,2978,2978
CUST02980,8.0,78.11,624.88,2979,2979,2979
CUST02981,16.0,96.09,1537.44,2980,2980,2980
CUST02982,36.0,33.11,1191.96,2981,2981,2981
CUST02983,10.0,25.78,257.80002,2982,2982,2982
CUST02984,10.0,38.78,387.8,2983,2983,2983
CUST02985,43.0,57.04,2452.72,2984,2984,2984
CUST02986,39.0,108.8,4243.2,2985,2985,2985
CUST02987,38.0,25.5,969.0,2986,2986,2986
CUST02988,18.0,24.97,449.46,2987,2987,2987
CUST02989,37.0,73.24,2709.88,2988,2988,2988
CUST02990,5.0,28.13,140.65,2989,2989,2989
CUST02991,23.0,49.68,1142.64,2990,2990,2990
CUST02992,42.0,34.35,1442.7,2991,2991,2991
CUST02993,40.0,53.55,2142.0,2992,2992,2992
CUST02994,41.0,35.51,1455.9099,2993,2993,2993
CUST02995,24.0,31.45,754.80005,2994,2994,2994
CUST02996,35.0,33.05,1156.75,2995,2995,2995
CUST02997,14.0,40.61,568.54004,2996,2996,2996
CUST02998,4.0,32.67,130.68,2997,2997,2997
CUST02999,23.0,31.23,718.29,2998,2998,2998
CUST03000,36.0,95.7,3445.2,2999,2999,2999
CUST03001,32.0,32.63,1044.16,3000,3000,3000
CUST03002,29.0,42.29,1226.41,3001,3001,3001
CUST03003,39.0,30.65,1195.35,3002,3002,3002
CUST03004,13.0,33.52,435.76,3003,3003,3003
CUST03005,18.0,33.26,598.68,3004,3004,3004
CUST03006,16.0,37.62,601.92,3005,3005,3005
CUST03007,30.0,41.07,1232.1,3006,3006,3006
CUST03008,4.0,33.85,135.4,3007,3007,3007
CUST03009,5.0,63.25,316.25,3008,3008,3008
CUST03010,31.0,30.72,952.32,3009,3009,3009
CUST03011,6.0,80.79,484.74,3010,3010,3010
CUST03012,10.0,1106.29,11062.9,3011,3011,3011
CUST03013,12.0,48.77,585.24,3012,3012,3012
CUST03014,6.0,86.38,518.27997,3013,3013,3013
CUST03015,25.0,27.71,692.75,3014,3014,3014
CUST03016,58.0,23.88,1385.0399,3015,3015,3015
CUST03017,27.0,41.35,1116.45,3016,3016,3016
CUST03018,26.0,33.45,869.7,3017,3017,3017
CUST03019,30.0,35.44,1063.2,3018,3018,3018
CUST03020,21.0,34.85,731.85,3019,3019,3019
CUST03021,21.0,20.58,432.18,3020,3020,3020
CUST03022,33.0,107.85,3559.05,3021,3021,3021
CUST03023,8.0,22.11,176.88,3022,3022,3022
CUST03024,3.0,33.17,99.509995,3023,3023,3023
CUST03025,37.0,25.06,927.22,3024,3024,3024
CUST03026,21.0,23.82,500.22,3025,3025,3025
CUST03027,18.0,21.17,381.06,3026,3026,3026
CUST03028,28.0,19.78,553.84,3027,3027,3027
CUST03029,21.0,26.35,553.35004,3028,3028,3028
CUST03030,21.0,42.78,898.38,3029,3029,3029
CUST03031,30.0,44.45,1333.5,3030,3030,3030
CUST03032,31.0,49.2,1525.2001,3031,3031,3031
CUST03033,35.0,24.71,864.85,3032,3032,3032
CUST03034,5.0,46.31,231.55,3033,3033,3033
CUST03035,34.0,71.72,2438.48,3034,3034,3034
CUST03036,42.0,39.96,1678.32,3035,3035,3035
CUST03037,14.0,35.67,499.37997,3036,3036,3036
CUST03038,10.0,48.88,488.80002,3037,3037,3037
CUST03039,8.0,30.48,243.84,3038,3038,3038
CUST03040,18.0,39.5,711.0,3039,3039,3039
CUST03041,22.0,49.03,1078.6599,3040,3040,3040
CUST03042,32.0,29.57,946.24,3041,3041,3041
CUST03043,35.0,108.73,3805.55,3042,3042,3042
CUST03044,39.0,46.42,1810.3799,3043,3043,3043
CUST03045,2.0,31.67,63.34,3044,3044,3044
CUST03046,11.0,71.48,786.28,3045,3045,3045
CUST03047,23.0,102.79,2364.17,3046,3046,3046
CUST03048,8.0,20.79,166.32,3047,3047,3047
CUST03049,14.0,71.02,994.27997,3048,3048,3048
CUST03050,18.0,21.36,384.48,3049,3049,3049
CUST03051,44.0,45.51,2002.44,3050,3050,3050
CUST03052,20.0,918.28,18365.602,3051,3051,3051
CUST03053,5.0,29.69,148.45,3052,3052,3052
CUST03054,12.0,43.32,519.83997,3053,3053,3053
CUST03055,4.0,85.38,341.52,3054,3054,3054
CUST03056,48.0,81.78,3925.44,3055,3055,3055
CUST03057,21.0,36.43,765.03,3056,3056,3056
CUST03058,3.0,22.6,67.8,3057,3057,3057
CUST03059,3.0,80.5,241.5,3058,3058,3058
CUST03060,26.0,77.52,2015.5199,3059,3059,3059
CUST03061,21.0,41.05,862.05,3060,3060,3060
CUST03062,10.0,25.05,250.5,3061,3061,3061
CUST03063,42.0,72.34,3038.2798,3062,3062,3062
CUST03064,8.0,84.3,674.4,3063,3063,3063
CUST03065,19.0,61.68,1171.92,3064,3064,3064
CUST03066,2.0,25.8,51.6,3065,3065,3065
CUST03067,48.0,683.46,32806.082,3066,3066,3066
CUST03068,6.0,25.04,150.24,3067,3067,3067
CUST03069,21.0,23.38,490.97998,3068,3068,3068
CUST03070,48.0,28.85,1384.8,3069,3069,3069
CUST03071,35.0,28.54,998.9,3070,3070,3070
CUST03072,4.0,115.81,463.24,3071,3071,3071
CUST03073,45.0,76.76,3454.2002,3072,3072,3072
CUST03074,9.0,110.74,996.66,3073,3073,3073
CUST03075,15.0,37.57,563.55,3074,3074,3074
CUST03076,17.0,20.89,355.13,3075,3075,3075
CUST03077,3.0,45.72,137.16,3076,3076,3076
CUST03078,9.0,1411.6,12704.399,3077,3077,3077
CUST03079,13.0,19.09,248.17,3078,3078,3078
CUST03080,32.0,31.97,1023.04,3079,3079,3079
CUST03081,4.0,36.2,144.8,3080,3080,3080
CUST03082,41.0,27.74,1137.34,3081,3081,3081
CUST03083,41.0,31.01,1271.41,3082,3082,3082
CUST03084,15.0,38.26,573.89996,3083,3083,3083
CUST03085,70.0,89.08,6235.6,3084,3084,3084
CUST03086,5.0,76.22,381.1,3085,3085,3085
CUST03087,7.0,18.86,132.02,3086,3086,3086
CUST03088,2.0,29.2,58.4,3087,3087,3087
CUST03089,41.0,45.29,1856.89,3088,3088,3088
CUST03090,37.0,86.67,3206.79,3089,3089,3089
CUST03091,10.0,28.69,286.9,3090,3090,3090
CUST03092,19.0,24.96,474.24,3091,3091,3091
CUST03093,15.0,42.46,636.89996,3092,3092,3092
CUST03094,32.0,40.4,1292.8,3093,3093,3093
CUST03095,43.0,36.47,1568.2101,3094,3094,3094
CUST03096,1.0,37.06,37.06,3095,3095,3095
CUST03097,4.0,20.76,83.04,3096,3096,3096
CUST03098,18.0,39.26,706.68,3097,3097,3097
CUST03099,16.0,24.31,388.96,3098,3098,3098
CUST03100,62.0,42.03,2605.8599,3099,3099,3099
CUST03101,26.0,54.79,1424.54,3100,3100,3100
CUST03102,62.0,38.8,2405.5999,3101,3101,3101
CUST03103,6.0,40.98,245.88,3102,3102,3102
