customerID,gender,SeniorCitizen,Partner,Depndents,Churn
CUST22496,Male,No,Yes,Unknow,No
CUST22497,Female,No,No,No,Yes
CUST22498,Female,No,No,No,No
CUST22499,Male,No,Yes,No,Yes
CUST22500,Female,No,Yes,No,Yes
CUST22501,Female,No,Unknown,No,Yes
CUST22502,Female,No,No,No,Yes
CUST22503,Female,No,No,Yes,Yes
CUST22504,Male,Yes,Yes,Yes,Yes
CUST22505,Male,No,Yes,No,No
CUST22506,Female,No,Unknown,No,Yes
CUST22507,Female,No,No,No,No
CUST22508,Female,No,No,No,Yes
CUST22509,Female,No,Unknown,No,No
CUST22510,Female,No,Unknown,No,Yes
CUST22511,Female,No,No,Yes,Yes
CUST22512,Male,Yes,No,No,No
CUST22513,Female,Yes,No,No,Yes
CUST22514,Male,No,Yes,Yes,No
CUST22515,Female,No,Yes,Yes,No
CUST22516,Male,No,No,No,Yes
CUST22517,Female,No,Yes,No,Yes
CUST22518,Female,No,No,Unknow,Yes
CUST22519,Female,No,No,No,No
CUST22520,Female,No,No,No,No
CUST22521,Male,Yes,Unknown,No,No
CUST22522,Male,Yes,No,Yes,No
CUST22523,Female,No,Yes,Yes,Yes
CUST22524,Female,Yes,No,No,No
CUST22525,Female,No,No,No,Yes
CUST22526,Female,Yes,Yes,Yes,No
CUST22527,Female,Yes,Yes,Unknow,No
CUST22528,Female,No,Yes,Yes,No
CUST22529,Female,No,Yes,No,Yes
CUST22530,Male,No,Yes,Yes,No
CUST22531,Male,No,No,No,Yes
CUST22532,Female,No,No,Yes,No
CUST22533,Male,No,Yes,No,No
CUST22534,Male,Yes,No,Yes,No
CUST22535,Female,No,Yes,Yes,Yes
CUST22536,Female,No,No,No,Yes
CUST22537,Female,No,Yes,No,Yes
CUST22538,Female,No,No,No,No
CUST22539,Male,No,No,No,No
CUST22540,Female,No,Yes,No,No
CUST22541,Male,No,No,Yes,No
CUST22542,Male,Yes,No,No,Yes
CUST22543,Male,No,Unknown,No,No
CUST22544,Male,Yes,No,Yes,No
CUST22545,Male,No,Yes,Yes,Yes
CUST22546,Male,No,No,Yes,Yes
CUST22547,Male,No,No,No,No
CUST22548,Female,No,No,Unknow,No
CUST22549,Male,No,No,No,No
CUST22550,Male,No,No,No,No
CUST22551,Female,No,No,No,No
CUST22552,Female,No,No,Yes,No
CUST22553,Male,No,Yes,Yes,No
CUST22554,Female,No,Yes,No,No
CUST22555,Male,No,No,No,Yes
CUST22556,Male,Yes,No,Yes,Yes
CUST22557,Female,No,Yes,No,No
CUST22558,Female,No,No,No,Yes
CUST22559,Male,No,Yes,Yes,No
CUST22560,Male,Yes,No,No,No
CUST22561,Female,No,No,No,Yes
CUST22562,Male,Yes,No,Yes,Yes
CUST22563,Male,No,Yes,Yes,No
CUST22564,Female,No,No,No,No
CUST22565,Male,No,No,Unknow,No
CUST22566,Female,No,No,Yes,Yes
CUST22567,Female,Yes,No,No,No
CUST22568,Female,No,No,No,No
CUST22569,Male,No,Yes,Yes,Yes
CUST22570,Female,No,No,No,No
CUST22571,Female,No,Yes,No,No
CUST22572,Male,No,Yes,No,Yes
CUST22573,Female,No,Yes,No,No
CUST22574,Female,No,Yes,No,No
CUST22575,Male,No,Yes,Unknow,Yes
CUST22576,Male,No,Yes,Yes,Yes
CUST22577,Female,No,No,Unknow,Yes
CUST22578,Female,No,No,No,No
CUST22579,Male,No,No,No,Yes
CUST22580,Female,No,Yes,No,Yes
CUST22581,Male,Yes,No,No,No
CUST22582,Female,No,No,No,Yes
CUST22583,Male,No,Yes,No,Yes
CUST22584,Male,No,Yes,No,Yes
CUST22585,Male,Yes,No,Yes,Yes
CUST22586,Female,No,No,No,No
CUST22587,Male,No,Yes,No,Yes
CUST22588,Female,No,Yes,No,Yes
CUST22589,Female,No,Yes,Yes,No
CUST22590,Male,Yes,No,No,No
CUST22591,Female,No,Yes,No,Yes
CUST22592,Male,No,No,Unknow,No
CUST22593,Male,No,Yes,No,Yes
CUST22594,Male,No,No,No,No
CUST22595,Female,No,Yes,Yes,No
CUST22596,Male,Yes,No,Yes,No
CUST22597,Female,No,No,No,No
CUST22598,Female,No,Yes,Yes,No
CUST22599,Male,Yes,Yes,No,No
CUST22600,Male,No,Yes,Unknow,Yes
CUST22601,Female,Yes,Yes,No,No
CUST22602,Male,Unknown,No,Unknow,Yes
CUST22603,Female,No,Yes,Yes,No
CUST22604,Male,No,Yes,Yes,No
CUST22605,Male,No,No,Yes,No
CUST22606,Female,No,No,Yes,No
CUST22607,Female,No,Unknown,No,Yes
CUST22608,Female,No,Yes,No,Yes
CUST22609,Female,No,Yes,No,Yes
CUST22610,Female,No,Yes,No,Yes
CUST22611,Female,No,Yes,No,Yes
CUST22612,Female,No,Yes,No,Yes
CUST22613,Female,Yes,No,No,No
CUST22614,Female,No,Yes,Yes,No
CUST22615,Female,No,Yes,No,No
CUST22616,Female,Yes,No,Yes,No
CUST22617,Male,Yes,No,No,No
CUST22618,Male,No,No,No,Yes
CUST22619,Male,Yes,No,Yes,Yes
CUST22620,Male,No,No,No,Yes
CUST22621,Female,No,Yes,No,Yes
CUST22622,Female,No,Yes,No,Yes
CUST22623,Female,No,No,No,Yes
CUST22624,Male,No,Yes,Yes,Yes
CUST22625,Male,No,No,No,No
CUST22626,Male,No,Yes,No,No
CUST22627,Female,Yes,Unknown,No,No
CUST22628,Female,No,Yes,No,Yes
CUST22629,Female,Yes,Yes,No,No
CUST22630,Female,Yes,Yes,No,No
CUST22631,Male,Yes,Yes,No,Yes
CUST22632,Male,No,Yes,Unknow,Yes
CUST22633,Male,No,No,Yes,Yes
CUST22634,Female,Yes,No,No,Yes
CUST22635,Female,No,Yes,No,No
CUST22636,Female,No,Yes,No,No
CUST22637,Male,No,No,No,Yes
CUST22638,Female,No,No,Yes,No
CUST22639,Male,Yes,Yes,Unknow,No
CUST22640,Female,Yes,Yes,No,Yes
CUST22641,Male,No,No,No,Yes
CUST22642,Female,No,No,Yes,No
CUST22643,Female,No,Yes,No,No
CUST22644,Female,No,No,No,Yes
CUST22645,Female,No,No,No,No
CUST22646,Female,No,Yes,No,No
CUST22647,Male,No,No,No,Yes
CUST22648,Male,Yes,Yes,No,Yes
CUST22649,Female,Yes,No,No,No
CUST22650,Male,No,No,Yes,Yes
CUST22651,Male,No,No,No,No
CUST22652,Female,No,Yes,No,No
CUST22653,Male,No,No,Yes,Yes
CUST22654,Male,No,No,No,No
CUST22655,Male,No,No,No,No
CUST22656,Female,No,No,No,Yes
CUST22657,Male,No,Yes,No,Yes
CUST22658,Male,Yes,Yes,Unknow,Yes
CUST22659,Male,Yes,No,No,Yes
CUST22660,Male,No,Yes,No,Yes
CUST22661,Male,No,Unknown,Unknow,Yes
CUST22662,Male,No,No,No,Yes
CUST22663,Female,Yes,Yes,No,Yes
CUST22664,Male,No,Yes,Yes,No
CUST22665,Female,Yes,Unknown,No,Yes
CUST22666,Female,No,No,Yes,Yes
CUST22667,Female,No,No,Yes,No
CUST22668,Male,No,No,No,Yes
CUST22669,Male,No,No,No,Yes
CUST22670,Male,No,No,No,No
CUST22671,Female,No,Yes,No,No
CUST22672,Female,No,Yes,No,Yes
CUST22673,Male,No,No,No,Yes
CUST22674,Female,No,No,No,Yes
CUST22675,Male,No,No,Yes,No
CUST22676,Female,Yes,Yes,No,Yes
CUST22677,Male,No,No,No,No
CUST22678,Female,Yes,No,No,Yes
CUST22679,Female,No,No,No,Yes
CUST22680,Male,No,No,No,No
CUST22681,Male,No,Yes,Yes,No
CUST22682,Male,No,Yes,No,Yes
CUST22683,Female,No,Yes,No,No
CUST22684,Male,No,No,No,No
CUST22685,Male,No,Yes,Yes,No
CUST22686,Female,No,Yes,No,No
CUST22687,Male,No,Yes,No,No
CUST22688,Male,No,Yes,No,No
CUST22689,Male,No,No,Unknow,No
CUST22690,Female,No,No,No,Yes
CUST22691,Female,Yes,Yes,No,No
CUST22692,Female,Yes,No,No,Yes
CUST22693,Male,Yes,Unknown,No,Yes
CUST22694,Female,No,No,No,Yes
CUST22695,Female,Yes,Unknown,Yes,No
CUST22696,Male,No,Yes,No,Yes
CUST22697,Female,No,Yes,No,Yes
CUST22698,Male,No,No,No,No
CUST22699,Female,No,No,No,Yes
CUST22700,Female,No,No,No,No
CUST22701,Male,No,Yes,Yes,Yes
CUST22702,Female,No,No,No,No
CUST22703,Female,No,No,Yes,Yes
CUST22704,Male,No,Yes,No,Yes
CUST22705,Female,No,Unknown,No,Yes
CUST22706,Male,Yes,No,Yes,Yes
CUST22707,Male,No,Yes,No,Yes
CUST22708,Male,No,Yes,No,No
CUST22709,Male,No,No,Yes,No
CUST22710,Male,No,No,No,Yes
CUST22711,Female,No,Yes,No,Yes
CUST22712,Male,No,Yes,Yes,No
CUST22713,Female,No,No,No,Yes
CUST22714,Female,No,No,No,Yes
CUST22715,Female,No,Yes,No,Yes
CUST22716,Male,No,No,No,Yes
CUST22717,Male,No,No,No,No
CUST22718,Female,No,No,No,No
CUST22719,Female,No,No,Yes,Yes
CUST22720,Male,Yes,Yes,Yes,Yes
CUST22721,Female,No,Yes,Yes,No
CUST22722,Male,No,Yes,No,No
CUST22723,Female,No,Yes,Yes,Yes
CUST22724,Male,Yes,Yes,No,Yes
CUST22725,Male,No,Yes,No,Yes
CUST22726,Female,No,Yes,No,Yes
CUST22727,Female,Yes,Yes,Unknow,Yes
CUST22728,Male,No,No,No,Yes
CUST22729,Female,Yes,Yes,Yes,No
CUST22730,Female,No,No,No,No
CUST22731,Female,No,Yes,No,No
CUST22732,Male,No,Yes,No,Yes
CUST22733,Female,No,No,No,Yes
CUST22734,Female,No,Yes,Yes,No
CUST22735,Male,No,Yes,No,No
CUST22736,Male,No,Yes,No,Yes
CUST22737,Female,No,No,No,No
CUST22738,Male,No,Yes,No,No
CUST22739,Female,No,No,Yes,No
CUST22740,Female,No,No,No,Yes
CUST22741,Male,No,No,Unknow,Yes
CUST22742,Female,No,No,Yes,Yes
CUST22743,Male,No,No,Yes,Unknown
CUST22744,Male,No,No,No,No
CUST22745,Female,Yes,No,No,Yes
CUST22746,Female,No,Yes,No,No
CUST22747,Male,No,No,No,Yes
CUST22748,Male,No,Yes,No,Yes
CUST22749,Male,No,No,No,No
CUST22750,Male,No,No,No,Yes
CUST22751,Female,No,No,Yes,No
CUST22752,Female,No,Yes,No,Yes
CUST22753,Male,No,Yes,No,No
CUST22754,Female,No,Unknown,No,No
CUST22755,Male,No,Unknown,No,No
CUST22756,Male,Yes,Yes,Yes,Yes
CUST22757,Male,No,No,No,Yes
CUST22758,Male,No,Yes,No,No
CUST22759,Female,No,No,Yes,No
CUST22760,Female,No,Yes,Yes,No
CUST22761,Female,No,No,No,No
CUST22762,Male,Yes,No,No,Yes
CUST22763,Female,Yes,No,No,No
CUST22764,Female,No,No,No,No
CUST22765,Female,No,No,No,No
CUST22766,Male,No,Yes,Yes,No
CUST22767,Female,No,No,No,Yes
CUST22768,Female,No,No,No,No
CUST22769,Female,No,No,No,No
CUST22770,Male,No,Yes,No,Yes
CUST22771,Female,No,No,No,Yes
CUST22772,Male,No,Yes,No,Yes
CUST22773,Male,No,Yes,No,No
CUST22774,Female,Yes,No,Yes,No
CUST22775,Male,No,Yes,No,No
CUST22776,Female,No,No,No,No
CUST22777,Female,No,No,Unknow,No
CUST22778,Female,No,No,Yes,No
CUST22779,Female,No,No,Yes,Yes
CUST22780,Female,No,Yes,Yes,Yes
CUST22781,Female,No,No,No,Yes
CUST22782,Female,No,Yes,No,Yes
CUST22783,Female,No,Yes,Yes,Yes
CUST22784,Female,No,Yes,Unknow,Yes
CUST22785,Female,No,No,No,No
CUST22786,Female,No,No,No,No
CUST22787,Male,Yes,Unknown,Yes,Yes
CUST22788,Female,Yes,Yes,Yes,No
CUST22789,Female,No,Yes,Yes,Yes
CUST22790,Male,No,No,No,Yes
CUST22791,Female,Yes,No,Yes,Yes
CUST22792,Female,No,Yes,Unknow,No
CUST22793,Female,No,No,No,Yes
CUST22794,Female,No,Yes,No,No
CUST22795,Female,No,No,Yes,Yes
CUST22796,Male,No,No,Yes,Yes
CUST22797,Male,Yes,No,Yes,No
CUST22798,Male,No,Yes,Yes,Yes
CUST22799,Female,No,Yes,No,Yes
CUST22800,Female,No,Yes,No,No
CUST22801,Female,Yes,Yes,No,No
CUST22802,Male,No,Yes,Yes,No
CUST22803,Female,No,No,No,Yes
CUST22804,Female,Yes,Yes,No,Yes
CUST22805,Male,Yes,No,No,Yes
CUST22806,Male,No,No,No,Yes
CUST22807,Male,No,No,No,No
CUST22808,Female,No,No,Yes,Yes
CUST22809,Male,No,Yes,Yes,Yes
CUST22810,Male,No,No,Unknow,No
CUST22811,Male,No,Unknown,No,No
CUST22812,Female,Yes,No,No,No
CUST22813,Male,Yes,No,Yes,No
CUST22814,Male,No,Yes,No,Yes
CUST22815,Male,No,No,Yes,No
CUST22816,Female,No,No,Yes,No
CUST22817,Male,Yes,No,Yes,No
CUST22818,Male,No,Yes,No,Yes
CUST22819,Male,No,No,No,Yes
CUST22820,Male,No,Yes,Unknow,No
CUST22821,Male,No,No,No,Yes
CUST22822,Male,No,No,No,No
CUST22823,Female,No,Yes,No,Yes
CUST22824,Female,Yes,Yes,No,Yes
CUST22825,Male,Yes,Yes,Yes,No
CUST22826,Male,No,Unknown,No,No
CUST22827,Male,No,No,Yes,Yes
CUST22828,Male,No,Unknown,Unknow,No
CUST22829,Male,Yes,No,Yes,Yes
CUST22830,Female,No,No,No,No
CUST22831,Male,No,No,Unknow,Yes
CUST22832,Female,No,No,No,Yes
CUST22833,Female,No,Yes,No,Yes
CUST22834,Female,No,Yes,No,No
CUST22835,Female,No,No,Unknow,No
CUST22836,Male,No,Yes,No,No
CUST22837,Male,No,Yes,No,Yes
CUST22838,Male,No,No,Yes,No
CUST22839,Male,No,No,No,No
CUST22840,Male,No,Yes,No,Yes
CUST22841,Female,No,No,Yes,Yes
CUST22842,Male,No,No,No,No
CUST22843,Male,Yes,Yes,Yes,No
CUST22844,Female,No,No,No,Yes
CUST22845,Female,No,No,No,No
CUST22846,Female,Yes,Yes,No,No
CUST22847,Male,Yes,No,No,Yes
CUST22848,Female,No,Yes,No,No
CUST22849,Female,Yes,No,Unknow,Yes
CUST22850,Male,No,No,No,No
CUST22851,Male,Unknown,No,Yes,Yes
CUST22852,Male,No,Yes,Yes,Yes
CUST22853,Female,No,Yes,Yes,No
CUST22854,Male,Yes,No,No,No
CUST22855,Male,Yes,Unknown,Unknow,No
CUST22856,Male,Yes,Yes,No,Yes
CUST22857,Female,No,No,No,No
CUST22858,Female,No,Yes,Yes,Yes
CUST22859,Male,Yes,No,No,No
CUST22860,Female,No,Yes,No,No
CUST22861,Female,Yes,No,Unknow,Yes
CUST22862,Male,No,Yes,No,No
CUST22863,Male,No,No,Yes,No
CUST22864,Male,No,No,No,No
CUST22865,Male,No,Yes,Yes,No
CUST22866,Male,No,Yes,No,Yes
CUST22867,Male,No,Yes,Yes,No
CUST22868,Male,No,Yes,No,Yes
CUST22869,Female,Yes,Yes,No,No
CUST22870,Male,No,No,Yes,No
CUST22871,Male,Yes,Yes,Yes,Yes
CUST22872,Female,No,Unknown,Yes,No
CUST22873,Female,Yes,Yes,No,Yes
CUST22874,Female,No,Yes,No,No
CUST22875,Male,No,Yes,Yes,Yes
CUST22876,Male,No,Yes,Yes,Yes
CUST22877,Male,No,No,No,No
CUST22878,Male,No,Yes,Yes,No
CUST22879,Male,No,No,No,No
CUST22880,Male,No,No,No,Yes
CUST22881,Male,No,Yes,No,No
CUST22882,Male,No,No,Yes,No
CUST22883,Male,No,Yes,No,Yes
CUST22884,Female,No,Yes,No,No
CUST22885,Male,No,Yes,No,No
CUST22886,Female,No,Yes,No,Yes
CUST22887,Female,No,Yes,Yes,Yes
CUST22888,Male,No,Yes,No,No
CUST22889,Female,No,No,No,Yes
CUST22890,Female,No,Yes,No,No
CUST22891,Female,No,No,No,Yes
CUST22892,Female,No,No,No,No
CUST22893,Female,No,Yes,Unknow,No
CUST22894,Male,Yes,No,No,Yes
CUST22895,Male,No,Yes,Yes,No
CUST22896,Male,No,Yes,No,Yes
CUST22897,Male,No,Unknown,No,Yes
CUST22898,Female,No,Yes,Yes,No
CUST22899,Female,No,No,Yes,No
CUST22900,Female,No,No,No,No
CUST22901,Female,No,No,No,Yes
CUST22902,Male,No,Yes,Yes,No
CUST22903,Male,Yes,Yes,Yes,Yes
CUST22904,Female,Yes,No,No,Yes
CUST22905,Male,Yes,Yes,Yes,No
CUST22906,Female,No,No,No,Yes
CUST22907,Male,Yes,Yes,No,Yes
CUST22908,Female,No,No,No,Yes
CUST22909,Female,No,Yes,Yes,No
CUST22910,Male,No,No,Yes,Yes
CUST22911,Male,No,Yes,No,Yes
CUST22912,Female,No,No,No,Yes
CUST22913,Female,Yes,Yes,Yes,No
CUST22914,Female,No,Yes,Yes,No
CUST22915,Female,No,Unknown,Unknow,Yes
CUST22916,Male,No,Yes,No,No
CUST22917,Female,No,No,No,Yes
CUST22918,Female,Yes,No,Yes,No
CUST22919,Female,No,Yes,Unknow,Yes
CUST22920,Male,No,Yes,Yes,Yes
CUST22921,Male,No,Yes,Yes,Yes
CUST22922,Female,Yes,Yes,No,No
CUST22923,Male,No,Yes,No,Yes
CUST22924,Male,No,No,No,Yes
CUST22925,Female,No,Yes,Unknow,No
CUST22926,Female,No,Unknown,No,No
CUST22927,Male,No,Yes,No,Yes
CUST22928,Male,No,Yes,Yes,No
CUST22929,Female,No,No,No,Yes
CUST22930,Female,No,Yes,Unknow,No
CUST22931,Female,No,Yes,Yes,Yes
CUST22932,Unknown,No,No,No,No
CUST22933,Male,No,Yes,No,Yes
CUST22934,Male,Yes,No,No,Yes
CUST22935,Male,Yes,No,Yes,No
CUST22936,Male,No,No,Yes,No
CUST22937,Male,No,Yes,No,No
CUST22938,Male,No,No,No,No
CUST22939,Male,No,No,No,Yes
CUST22940,Female,No,No,No,No
CUST22941,Male,No,Yes,No,Yes
CUST22942,Female,No,No,No,No
CUST22943,Male,No,No,No,Yes
CUST22944,Male,No,No,Yes,Yes
CUST22945,Male,No,Yes,Yes,No
CUST22946,Male,No,No,Yes,No
CUST22947,Male,Yes,No,No,Yes
CUST22948,Male,No,Yes,Yes,No
CUST22949,Female,No,No,No,No
CUST22950,Male,Yes,No,Yes,No
CUST22951,Female,No,Yes,No,Yes
CUST22952,Male,No,No,Yes,Yes
CUST22953,Male,No,No,No,No
CUST22954,Male,No,No,Yes,Yes
CUST22955,Male,No,Yes,No,No
CUST22956,Female,No,Yes,Yes,Yes
CUST22957,Male,No,Yes,No,No
CUST22958,Male,No,No,No,Yes
CUST22959,Male,No,No,Yes,Yes
CUST22960,Female,No,Yes,Yes,No
CUST22961,Male,No,No,No,No
CUST22962,Male,No,No,No,No
CUST22963,Male,No,No,No,Yes
CUST22964,Male,No,Yes,No,Yes
CUST22965,Female,Yes,No,No,Yes
CUST22966,Female,No,No,No,No
CUST22967,Female,Yes,No,No,Yes
CUST22968,Male,No,No,No,No
CUST22969,Male,No,No,No,Yes
CUST22970,Male,No,Yes,No,Yes
CUST22971,Male,No,No,Yes,No
CUST22972,Male,No,No,No,Yes
CUST22973,Female,No,Yes,No,Yes
CUST22974,Male,No,Yes,Yes,Yes
CUST22975,Male,No,Yes,Yes,Yes
CUST22976,Female,Yes,No,No,Yes
CUST22977,Female,No,Yes,No,No
CUST22978,Female,No,Yes,No,No
CUST22979,Female,No,Yes,Unknow,Yes
CUST22980,Male,No,Yes,Yes,Yes
CUST22981,Male,No,No,No,No
CUST22982,Female,Yes,Yes,No,No
CUST22983,Female,No,No,No,No
CUST22984,Female,No,No,No,No
CUST22985,Unknown,No,No,No,No
CUST22986,Female,No,No,Yes,No
CUST22987,Male,No,No,No,Yes
CUST22988,Male,No,Unknown,Yes,Yes
CUST22989,Female,No,No,No,Yes
CUST22990,Female,No,No,No,No
CUST22991,Male,No,Yes,No,Yes
CUST22992,Female,No,Unknown,Unknow,No
CUST22993,Female,No,No,No,Yes
CUST22994,Male,No,No,No,No
CUST22995,Female,No,Yes,Yes,No
CUST22996,Female,No,Yes,Yes,No
CUST22997,Female,Yes,No,Yes,No
CUST22998,Male,No,Yes,No,No
CUST22999,Female,No,No,No,No
CUST23000,Male,Yes,Unknown,No,Yes
CUST23001,Male,No,No,No,Yes
CUST23002,Female,No,Yes,Unknow,Yes
CUST23003,Female,No,No,No,No
CUST23004,Female,Yes,Unknown,Yes,No
CUST23005,Male,No,No,No,No
CUST23006,Female,No,No,Yes,No
CUST23007,Female,No,No,Yes,No
CUST23008,Female,No,No,No,No
CUST23009,Male,No,No,No,No
CUST23010,Female,No,Yes,No,No
CUST23011,Male,No,No,Yes,Yes
CUST23012,Male,No,Yes,No,No
CUST23013,Male,No,Yes,No,No
CUST23014,Male,No,Yes,Yes,No
CUST23015,Female,Yes,No,No,No
CUST23016,Female,No,No,Yes,No
CUST23017,Female,No,Unknown,No,Yes
CUST23018,Male,Yes,No,No,No
CUST23019,Female,Yes,No,No,No
CUST23020,Male,No,Yes,No,No
CUST23021,Male,No,No,No,No
CUST23022,Female,Yes,No,No,No
CUST23023,Female,Yes,Yes,No,Yes
CUST23024,Female,No,Yes,No,No
CUST23025,Male,No,No,No,Yes
CUST23026,Female,No,No,Yes,No
CUST23027,Female,No,No,No,No
CUST23028,Female,No,No,Yes,No
CUST23029,Male,No,Yes,No,Yes
CUST23030,Male,No,Yes,No,No
CUST23031,Male,No,Yes,No,Yes
CUST23032,Male,Yes,No,Yes,Yes
CUST23033,Female,Yes,No,No,No
CUST23034,Male,No,Yes,Yes,No
CUST23035,Male,Yes,No,Unknow,No
CUST23036,Female,No,No,No,No
CUST23037,Male,Yes,No,No,Yes
CUST23038,Female,No,No,Unknow,Yes
CUST23039,Female,No,Yes,No,No
CUST23040,Female,No,Yes,No,No
CUST23041,Female,No,No,No,No
CUST23042,Male,No,Yes,No,No
CUST23043,Male,No,No,Yes,No
CUST23044,Male,Yes,Yes,No,Yes
CUST23045,Male,No,No,Unknow,Yes
CUST23046,Female,No,No,Yes,Yes
CUST23047,Female,No,No,No,Yes
CUST23048,Female,No,Yes,No,Yes
CUST23049,Male,Yes,Yes,No,Yes
CUST23050,Female,No,No,Yes,Yes
CUST23051,Male,No,Unknown,No,No
CUST23052,Female,Yes,Unknown,Unknow,Yes
CUST23053,Female,Yes,Yes,Yes,No
CUST23054,Female,Yes,No,Yes,No
CUST23055,Female,No,No,Yes,Yes
CUST23056,Male,No,No,Yes,Yes
CUST23057,Female,No,Yes,No,Yes
CUST23058,Female,No,Yes,Yes,Yes
CUST23059,Male,No,Yes,Yes,Yes
CUST23060,Female,No,Yes,Yes,Yes
CUST23061,Male,No,Yes,No,No
CUST23062,Female,No,Yes,No,Yes
CUST23063,Male,No,Unknown,No,No
CUST23064,Female,Yes,No,No,No
CUST23065,Female,No,No,No,Yes
CUST23066,Male,No,Yes,No,No
CUST23067,Female,No,No,No,Yes
CUST23068,Female,Yes,No,No,No
CUST23069,Female,No,Yes,No,No
CUST23070,Female,Yes,No,No,No
CUST23071,Male,No,No,No,No
CUST23072,Male,Yes,No,Yes,No
CUST23073,Female,Yes,No,No,No
CUST23074,Female,No,No,No,Yes
CUST23075,Female,No,No,Yes,No
CUST23076,Female,No,Yes,Yes,No
CUST23077,Male,No,No,No,Yes
CUST23078,Female,No,Yes,No,No
CUST23079,Female,No,No,No,No
CUST23080,Female,Yes,No,Yes,No
CUST23081,Female,No,No,No,No
CUST23082,Male,No,Yes,Yes,No
CUST23083,Male,No,No,No,No
CUST23084,Female,No,No,Yes,Yes
CUST23085,Female,No,No,No,No
CUST23086,Male,No,Yes,No,Yes
CUST23087,Male,No,No,No,Yes
CUST23088,Female,No,No,No,Yes
CUST23089,Female,No,No,Yes,Yes
CUST23090,Male,No,Yes,No,No
CUST23091,Male,No,Yes,No,No
CUST23092,Male,No,Yes,Unknow,Yes
CUST23093,Female,No,Yes,Yes,No
CUST23094,Female,Yes,Yes,No,No
CUST23095,Female,No,No,No,No
CUST23096,Female,No,Yes,No,Yes
CUST23097,Female,No,Yes,No,No
CUST23098,Female,No,No,No,Yes
CUST23099,Male,No,Yes,No,No
CUST23100,Male,No,Yes,No,Yes
CUST23101,Female,No,No,Yes,Yes
CUST23102,Male,No,No,No,Yes
CUST23103,Male,No,Yes,No,No
CUST23104,Female,No,No,Yes,Yes
CUST23105,Male,No,Yes,Yes,Yes
CUST23106,Female,No,No,Unknow,Yes
CUST23107,Male,No,Yes,Yes,No
CUST23108,Male,Yes,No,No,Yes
CUST23109,Female,No,Yes,No,No
CUST23110,Female,No,Yes,No,Yes
CUST23111,Male,No,Unknown,No,Yes
CUST23112,Male,No,Yes,No,Yes
CUST23113,Female,No,Yes,Yes,No
CUST23114,Male,Yes,Unknown,Yes,No
CUST23115,Female,No,Yes,No,Yes
CUST23116,Male,No,No,Yes,No
CUST23117,Female,No,Yes,No,Yes
CUST23118,Female,No,Unknown,No,No
CUST23119,Female,Yes,No,No,Yes
CUST23120,Female,No,Yes,No,Yes
CUST23121,Female,No,Yes,No,No
CUST23122,Male,Yes,Yes,Yes,Yes
CUST23123,Male,No,No,No,No
CUST23124,Male,No,No,No,Yes
CUST23125,Male,No,Yes,No,No
CUST23126,Male,No,Yes,No,Yes
CUST23127,Female,No,Yes,No,Yes
CUST23128,Male,Yes,No,Yes,No
CUST23129,Female,No,No,No,No
CUST23130,Female,No,No,No,No
CUST23131,Male,No,Unknown,Yes,Yes
CUST23132,Female,Yes,Yes,No,No
CUST23133,Male,No,No,No,No
CUST23134,Male,No,Yes,No,No
CUST23135,Male,No,No,No,Yes
CUST23136,Female,No,Yes,No,Yes
CUST23137,Male,No,No,Yes,No
CUST23138,Male,No,No,No,Yes
CUST23139,Female,No,Yes,No,No
CUST23140,Male,No,No,No,Yes
CUST23141,Female,Yes,Yes,Yes,No
CUST23142,Male,Yes,Yes,No,No
CUST23143,Female,No,Yes,Yes,No
CUST23144,Male,No,No,Yes,Yes
CUST23145,Female,No,No,Yes,No
CUST23146,Male,No,Yes,No,No
CUST23147,Male,Yes,Yes,No,No
CUST23148,Male,No,Yes,No,Yes
CUST23149,Male,No,No,No,Yes
CUST23150,Female,No,Yes,Yes,Yes
CUST23151,Female,No,No,No,No
CUST23152,Male,No,No,Yes,No
CUST23153,Female,Yes,Yes,Yes,Yes
CUST23154,Female,No,Yes,No,No
CUST23155,Female,No,No,No,No
CUST23156,Male,No,Yes,Yes,No
CUST23157,Male,No,No,No,No
CUST23158,Female,Yes,Yes,No,No
CUST23159,Male,Yes,Yes,No,Yes
CUST23160,Female,Yes,Unknown,No,No
CUST23161,Female,No,Yes,Yes,No
CUST23162,Female,No,Yes,No,Yes
CUST23163,Female,No,No,Yes,No
CUST23164,Male,Yes,No,Yes,Yes
CUST23165,Female,No,No,Yes,No
CUST23166,Male,No,No,Unknow,No
CUST23167,Male,Yes,Yes,No,Yes
CUST23168,Female,Yes,No,Yes,Yes
CUST23169,Female,No,No,No,Yes
CUST23170,Female,Yes,Yes,Yes,Yes
CUST23171,Male,No,No,Yes,Yes
CUST23172,Female,No,Yes,No,Yes
CUST23173,Female,No,No,No,No
CUST23174,Male,No,No,No,Yes
CUST23175,Male,No,No,No,No
CUST23176,Male,No,Yes,No,No
CUST23177,Male,Yes,No,No,Yes
CUST23178,Male,Yes,Yes,Yes,No
CUST23179,Male,No,No,Yes,Yes
CUST23180,Female,No,No,No,Yes
CUST23181,Male,No,Yes,No,No
CUST23182,Male,Yes,No,Yes,Yes
CUST23183,Female,No,No,No,No
CUST23184,Female,No,Yes,No,No
CUST23185,Female,No,Unknown,Yes,Yes
CUST23186,Female,Yes,No,No,No
